Operation,Max(MiB),Min(MiB),Mean(MiB),StdDev,Max(OPs),Min(OPs),Mean(OPs),StdDev,Mean(s),Test#,#Tasks,tPN,reps,fPP,reord,reordoff,reordrand,seed,segcnt,blksiz,xsize,aggs(MiB),API,RefNum,Used(GiB)
write,64.22,64.22,64.22,0.00,16440.00,16440.00,16440.00,0.00,7.97275,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,155.023
write,59.26,59.26,59.26,0.00,15169.45,15169.45,15169.45,0.00,8.64052,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,155.721
write,59.75,59.75,59.75,0.00,15295.75,15295.75,15295.75,0.00,8.56918,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,156.419
write,60.21,60.21,60.21,0.00,15414.94,15414.94,15414.94,0.00,8.50292,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,157.117
write,66.47,66.47,66.47,0.00,17015.38,17015.38,17015.38,0.00,7.70315,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,157.117
write,61.05,61.05,61.05,0.00,15629.27,15629.27,15629.27,0.00,8.38632,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,157.816
write,64.21,64.21,64.21,0.00,16438.49,16438.49,16438.49,0.00,7.97348,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,158.514
write,62.59,62.59,62.59,0.00,16024.18,16024.18,16024.18,0.00,8.17964,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,158.514
write,63.05,63.05,63.05,0.00,16139.59,16139.59,16139.59,0.00,8.12115,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,159.212
write,59.49,59.49,59.49,0.00,15228.79,15228.79,15228.79,0.00,8.60685,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,159.911
write,60.93,60.93,60.93,0.00,15597.86,15597.86,15597.86,0.00,8.40320,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,160.609
write,60.16,60.16,60.16,0.00,15400.54,15400.54,15400.54,0.00,8.51087,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,160.609
write,60.76,60.76,60.76,0.00,15554.48,15554.48,15554.48,0.00,8.42664,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,161.307
write,61.16,61.16,61.16,0.00,15657.75,15657.75,15657.75,0.00,8.37106,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,162.006
write,63.75,63.75,63.75,0.00,16320.82,16320.82,16320.82,0.00,8.03097,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,162.006
write,60.64,60.64,60.64,0.00,15525.06,15525.06,15525.06,0.00,8.44261,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,162.704
write,62.37,62.37,62.37,0.00,15967.43,15967.43,15967.43,0.00,8.20871,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,163.402
write,61.55,61.55,61.55,0.00,15755.92,15755.92,15755.92,0.00,8.31890,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,164.1
write,58.80,58.80,58.80,0.00,15051.62,15051.62,15051.62,0.00,8.70816,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,164.1
write,60.59,60.59,60.59,0.00,15511.61,15511.61,15511.61,0.00,8.44993,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,164.799
write,60.19,60.19,60.19,0.00,15409.23,15409.23,15409.23,0.00,8.50607,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,165.497
write,58.84,58.84,58.84,0.00,15064.08,15064.08,15064.08,0.00,8.70096,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,165.497
write,63.62,63.62,63.62,0.00,16287.32,16287.32,16287.32,0.00,8.04749,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,166.195
write,61.46,61.46,61.46,0.00,15733.27,15733.27,15733.27,0.00,8.33088,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,166.894
write,59.00,59.00,59.00,0.00,15104.11,15104.11,15104.11,0.00,8.67790,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,167.592
write,67.57,67.57,67.57,0.00,17296.80,17296.80,17296.80,0.00,7.57782,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,167.592
write,64.70,64.70,64.70,0.00,16564.02,16564.02,16564.02,0.00,7.91305,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,168.29
write,63.22,63.22,63.22,0.00,16184.02,16184.02,16184.02,0.00,8.09885,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,168.989
write,60.94,60.94,60.94,0.00,15600.63,15600.63,15600.63,0.00,8.40171,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,169.687
write,60.04,60.04,60.04,0.00,15368.98,15368.98,15368.98,0.00,8.52835,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,169.687
write,60.57,60.57,60.57,0.00,15504.97,15504.97,15504.97,0.00,8.45355,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,170.385
write,60.66,60.66,60.66,0.00,15530.24,15530.24,15530.24,0.00,8.43979,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,171.083
write,62.53,62.53,62.53,0.00,16008.78,16008.78,16008.78,0.00,8.18751,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,171.083
write,58.91,58.91,58.91,0.00,15081.51,15081.51,15081.51,0.00,8.69091,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,171.782
write,58.42,58.42,58.42,0.00,14956.57,14956.57,14956.57,0.00,8.76350,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,172.48
write,60.83,60.83,60.83,0.00,15573.55,15573.55,15573.55,0.00,8.41632,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,173.178
write,62.44,62.44,62.44,0.00,15985.00,15985.00,15985.00,0.00,8.19969,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,173.178
write,60.26,60.26,60.26,0.00,15425.60,15425.60,15425.60,0.00,8.49704,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,173.877
write,62.01,62.01,62.01,0.00,15874.33,15874.33,15874.33,0.00,8.25685,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,174.575
write,78.32,78.32,78.32,0.00,20050.87,20050.87,20050.87,0.00,6.53697,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,174.575
write,67.93,67.93,67.93,0.00,17388.91,17388.91,17388.91,0.00,7.53768,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,175.273
write,74.43,74.43,74.43,0.00,19054.05,19054.05,19054.05,0.00,6.87896,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,175.972
write,71.57,71.57,71.57,0.00,18320.82,18320.82,18320.82,0.00,7.15427,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,176.67
write,73.84,73.84,73.84,0.00,18901.89,18901.89,18901.89,0.00,6.93433,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,176.67
write,77.51,77.51,77.51,0.00,19841.85,19841.85,19841.85,0.00,6.60584,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,177.368
write,72.07,72.07,72.07,0.00,18450.81,18450.81,18450.81,0.00,7.10386,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,178.066
write,69.03,69.03,69.03,0.00,17671.61,17671.61,17671.61,0.00,7.41710,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,178.066
write,70.67,70.67,70.67,0.00,18090.94,18090.94,18090.94,0.00,7.24517,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,178.765
write,75.10,75.10,75.10,0.00,19226.26,19226.26,19226.26,0.00,6.81734,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,179.463
write,71.76,71.76,71.76,0.00,18369.62,18369.62,18369.62,0.00,7.13526,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,180.161
write,68.32,68.32,68.32,0.00,17489.11,17489.11,17489.11,0.00,7.49449,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,180.161
write,68.88,68.88,68.88,0.00,17633.31,17633.31,17633.31,0.00,7.43321,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,180.86
write,73.82,73.82,73.82,0.00,18897.78,18897.78,18897.78,0.00,6.93584,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,181.558
write,70.25,70.25,70.25,0.00,17984.44,17984.44,17984.44,0.00,7.28808,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,182.256
write,70.76,70.76,70.76,0.00,18115.83,18115.83,18115.83,0.00,7.23522,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,182.256
write,67.84,67.84,67.84,0.00,17366.27,17366.27,17366.27,0.00,7.54750,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,182.955
write,66.63,66.63,66.63,0.00,17058.05,17058.05,17058.05,0.00,7.68388,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,183.653
write,71.04,71.04,71.04,0.00,18186.00,18186.00,18186.00,0.00,7.20730,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,183.653
write,68.45,68.45,68.45,0.00,17524.45,17524.45,17524.45,0.00,7.47938,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,184.351
write,74.29,74.29,74.29,0.00,19017.34,19017.34,19017.34,0.00,6.89224,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,185.049
write,70.98,70.98,70.98,0.00,18170.30,18170.30,18170.30,0.00,7.21353,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,185.748
write,69.90,69.90,69.90,0.00,17894.53,17894.53,17894.53,0.00,7.32470,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,185.748
write,69.03,69.03,69.03,0.00,17672.02,17672.02,17672.02,0.00,7.41692,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,186.446
write,69.58,69.58,69.58,0.00,17813.30,17813.30,17813.30,0.00,7.35810,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,187.144
write,73.22,73.22,73.22,0.00,18744.68,18744.68,18744.68,0.00,6.99249,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,187.144
write,70.99,70.99,70.99,0.00,18173.96,18173.96,18173.96,0.00,7.21208,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,187.843
write,66.80,66.80,66.80,0.00,17101.42,17101.42,17101.42,0.00,7.66439,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,188.541
write,78.80,78.80,78.80,0.00,20173.49,20173.49,20173.49,0.00,6.49724,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,189.239
write,70.57,70.57,70.57,0.00,18065.26,18065.26,18065.26,0.00,7.25547,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,189.239
write,68.98,68.98,68.98,0.00,17659.29,17659.29,17659.29,0.00,7.42227,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,189.938
write,73.44,73.44,73.44,0.00,18799.79,18799.79,18799.79,0.00,6.97199,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,190.636
write,70.94,70.94,70.94,0.00,18161.25,18161.25,18161.25,0.00,7.21712,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,190.636
write,69.29,69.29,69.29,0.00,17738.88,17738.88,17738.88,0.00,7.38897,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,191.334
write,68.44,68.44,68.44,0.00,17521.63,17521.63,17521.63,0.00,7.48058,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,192.032
write,66.11,66.11,66.11,0.00,16925.22,16925.22,16925.22,0.00,7.74418,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,192.731
write,72.06,72.06,72.06,0.00,18447.76,18447.76,18447.76,0.00,7.10504,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,192.731
write,65.00,65.00,65.00,0.00,16640.91,16640.91,16640.91,0.00,7.87649,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,193.429
write,72.52,72.52,72.52,0.00,18563.97,18563.97,18563.97,0.00,7.06056,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,194.127
write,72.71,72.71,72.71,0.00,18614.02,18614.02,18614.02,0.00,7.04158,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,194.127
write,72.70,72.70,72.70,0.00,18610.90,18610.90,18610.90,0.00,7.04275,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,194.826
write,67.27,67.27,67.27,0.00,17220.58,17220.58,17220.58,0.00,7.61136,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,195.524
write,69.80,69.80,69.80,0.00,17869.55,17869.55,17869.55,0.00,7.33493,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,196.222
write,70.33,70.33,70.33,0.00,18004.52,18004.52,18004.52,0.00,7.27995,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,196.222
write,73.38,73.38,73.38,0.00,18785.59,18785.59,18785.59,0.00,6.97726,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,196.921
write,66.19,66.19,66.19,0.00,16944.99,16944.99,16944.99,0.00,7.73515,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,197.619
write,74.95,74.95,74.95,0.00,19188.45,19188.45,19188.45,0.00,6.83078,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,198.317
write,73.60,73.60,73.60,0.00,18842.05,18842.05,18842.05,0.00,6.95635,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,198.317
write,66.64,66.64,66.64,0.00,17060.29,17060.29,17060.29,0.00,7.68287,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,199.016
write,68.48,68.48,68.48,0.00,17531.41,17531.41,17531.41,0.00,7.47641,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,199.714
write,66.32,66.32,66.32,0.00,16977.51,16977.51,16977.51,0.00,7.72033,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,199.714
write,68.73,68.73,68.73,0.00,17595.81,17595.81,17595.81,0.00,7.44905,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,200.412
write,61.46,61.46,61.46,0.00,15733.62,15733.62,15733.62,0.00,8.33070,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,201.11
write,70.07,70.07,70.07,0.00,17937.22,17937.22,17937.22,0.00,7.30727,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,201.11
write,68.16,68.16,68.16,0.00,17450.08,17450.08,17450.08,0.00,7.51125,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,201.809
write,74.03,74.03,74.03,0.00,18952.40,18952.40,18952.40,0.00,6.91585,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,201.809
write,70.56,70.56,70.56,0.00,18063.80,18063.80,18063.80,0.00,7.25606,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,202.507
write,67.39,67.39,67.39,0.00,17252.64,17252.64,17252.64,0.00,7.59722,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,203.205
write,66.93,66.93,66.93,0.00,17133.72,17133.72,17133.72,0.00,7.64994,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,203.205
write,67.80,67.80,67.80,0.00,17356.39,17356.39,17356.39,0.00,7.55180,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,203.904
write,66.75,66.75,66.75,0.00,17086.98,17086.98,17086.98,0.00,7.67087,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,204.602
write,73.38,73.38,73.38,0.00,18785.88,18785.88,18785.88,0.00,6.97716,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,205.3
write,70.25,70.25,70.25,0.00,17984.81,17984.81,17984.81,0.00,7.28793,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,205.3
write,65.52,65.52,65.52,0.00,16773.07,16773.07,16773.07,0.00,7.81443,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,205.998
write,66.62,66.62,66.62,0.00,17055.46,17055.46,17055.46,0.00,7.68505,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,206.697
write,66.63,66.63,66.63,0.00,17056.16,17056.16,17056.16,0.00,7.68473,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,206.697
write,66.85,66.85,66.85,0.00,17114.73,17114.73,17114.73,0.00,7.65843,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,207.395
write,70.63,70.63,70.63,0.00,18081.39,18081.39,18081.39,0.00,7.24900,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,208.093
write,68.29,68.29,68.29,0.00,17482.75,17482.75,17482.75,0.00,7.49722,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,208.792
write,66.54,66.54,66.54,0.00,17035.16,17035.16,17035.16,0.00,7.69421,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,208.792
write,66.56,66.56,66.56,0.00,17039.77,17039.77,17039.77,0.00,7.69212,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,209.49
write,72.38,72.38,72.38,0.00,18529.54,18529.54,18529.54,0.00,7.07368,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,210.188
write,67.82,67.82,67.82,0.00,17362.25,17362.25,17362.25,0.00,7.54925,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,210.887
write,70.80,70.80,70.80,0.00,18124.15,18124.15,18124.15,0.00,7.23190,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,210.887
write,73.83,73.83,73.83,0.00,18900.27,18900.27,18900.27,0.00,6.93493,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,211.585
write,76.65,76.65,76.65,0.00,19621.58,19621.58,19621.58,0.00,6.67999,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,212.283
write,73.81,73.81,73.81,0.00,18894.65,18894.65,18894.65,0.00,6.93699,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,212.283
write,66.59,66.59,66.59,0.00,17045.79,17045.79,17045.79,0.00,7.68941,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,212.981
write,71.24,71.24,71.24,0.00,18238.57,18238.57,18238.57,0.00,7.18653,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,213.68
write,73.01,73.01,73.01,0.00,18690.47,18690.47,18690.47,0.00,7.01277,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,214.378
write,71.26,71.26,71.26,0.00,18241.81,18241.81,18241.81,0.00,7.18525,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,214.378
write,66.07,66.07,66.07,0.00,16912.96,16912.96,16912.96,0.00,7.74980,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,215.076
write,70.73,70.73,70.73,0.00,18107.86,18107.86,18107.86,0.00,7.23840,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,215.775
write,68.53,68.53,68.53,0.00,17543.43,17543.43,17543.43,0.00,7.47129,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,215.775
write,77.88,77.88,77.88,0.00,19938.02,19938.02,19938.02,0.00,6.57397,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,216.473
write,68.95,68.95,68.95,0.00,17650.35,17650.35,17650.35,0.00,7.42603,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,217.171
write,69.30,69.30,69.30,0.00,17739.56,17739.56,17739.56,0.00,7.38868,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,217.87
write,66.38,66.38,66.38,0.00,16992.22,16992.22,16992.22,0.00,7.71365,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,217.87
write,67.68,67.68,67.68,0.00,17324.96,17324.96,17324.96,0.00,7.56550,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,218.568
write,74.61,74.61,74.61,0.00,19099.44,19099.44,19099.44,0.00,6.86261,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,219.266
write,65.45,65.45,65.45,0.00,16756.29,16756.29,16756.29,0.00,7.82226,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,219.266
write,68.90,68.90,68.90,0.00,17639.14,17639.14,17639.14,0.00,7.43075,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,219.964
write,66.06,66.06,66.06,0.00,16910.85,16910.85,16910.85,0.00,7.75076,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,220.663
write,75.24,75.24,75.24,0.00,19262.43,19262.43,19262.43,0.00,6.80454,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,221.361
write,73.63,73.63,73.63,0.00,18849.36,18849.36,18849.36,0.00,6.95366,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,221.361
write,80.37,80.37,80.37,0.00,20575.49,20575.49,20575.49,0.00,6.37030,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,222.059
write,66.20,66.20,66.20,0.00,16947.37,16947.37,16947.37,0.00,7.73406,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,222.758
write,71.35,71.35,71.35,0.00,18266.33,18266.33,18266.33,0.00,7.17561,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,222.758
write,66.44,66.44,66.44,0.00,17008.58,17008.58,17008.58,0.00,7.70623,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,223.456
write,66.51,66.51,66.51,0.00,17025.33,17025.33,17025.33,0.00,7.69864,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,224.154
write,68.62,68.62,68.62,0.00,17567.65,17567.65,17567.65,0.00,7.46099,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,224.853
write,67.79,67.79,67.79,0.00,17354.48,17354.48,17354.48,0.00,7.55263,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,224.853
write,66.74,66.74,66.74,0.00,17085.56,17085.56,17085.56,0.00,7.67151,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,225.551
write,68.65,68.65,68.65,0.00,17573.94,17573.94,17573.94,0.00,7.45832,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,226.249
write,70.23,70.23,70.23,0.00,17978.14,17978.14,17978.14,0.00,7.29063,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,226.947
write,68.21,68.21,68.21,0.00,17462.69,17462.69,17462.69,0.00,7.50583,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,226.947
write,73.61,73.61,73.61,0.00,18844.89,18844.89,18844.89,0.00,6.95531,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,227.646
write,73.30,73.30,73.30,0.00,18765.58,18765.58,18765.58,0.00,6.98470,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,228.344
write,69.87,69.87,69.87,0.00,17887.45,17887.45,17887.45,0.00,7.32760,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,228.344
write,70.84,70.84,70.84,0.00,18135.21,18135.21,18135.21,0.00,7.22749,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,229.042
write,70.37,70.37,70.37,0.00,18013.60,18013.60,18013.60,0.00,7.27628,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,229.741
write,68.14,68.14,68.14,0.00,17445.01,17445.01,17445.01,0.00,7.51344,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,230.439
write,65.62,65.62,65.62,0.00,16798.44,16798.44,16798.44,0.00,7.80263,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,230.439
write,71.37,71.37,71.37,0.00,18270.61,18270.61,18270.61,0.00,7.17392,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,231.137
write,66.92,66.92,66.92,0.00,17130.31,17130.31,17130.31,0.00,7.65146,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,231.836
write,71.04,71.04,71.04,0.00,18185.02,18185.02,18185.02,0.00,7.20769,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,231.836
write,69.50,69.50,69.50,0.00,17791.45,17791.45,17791.45,0.00,7.36713,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,232.534
write,69.62,69.62,69.62,0.00,17823.68,17823.68,17823.68,0.00,7.35381,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,233.232
write,67.71,67.71,67.71,0.00,17332.49,17332.49,17332.49,0.00,7.56221,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,233.93
write,66.95,66.95,66.95,0.00,17138.67,17138.67,17138.67,0.00,7.64773,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,233.93
write,67.47,67.47,67.47,0.00,17271.26,17271.26,17271.26,0.00,7.58902,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,234.629
write,66.52,66.52,66.52,0.00,17029.94,17029.94,17029.94,0.00,7.69656,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,235.327
write,65.79,65.79,65.79,0.00,16841.89,16841.89,16841.89,0.00,7.78250,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,235.327
write,73.90,73.90,73.90,0.00,18917.18,18917.18,18917.18,0.00,6.92873,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,236.025
write,66.14,66.14,66.14,0.00,16932.61,16932.61,16932.61,0.00,7.74080,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,236.724
write,66.53,66.53,66.53,0.00,17030.86,17030.86,17030.86,0.00,7.69615,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,237.422
