Operation,Max(MiB),Min(MiB),Mean(MiB),StdDev,Max(OPs),Min(OPs),Mean(OPs),StdDev,Mean(s),Test#,#Tasks,tPN,reps,fPP,reord,reordoff,reordrand,seed,segcnt,blksiz,xsize,aggs(MiB),API,RefNum,Used(GiB)
write,71.65,71.65,71.65,0.00,18341.57,18341.57,18341.57,0.00,7.14617,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,317.726
write,70.07,70.07,70.07,0.00,17936.65,17936.65,17936.65,0.00,7.30750,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,318.425
write,66.19,66.19,66.19,0.00,16943.77,16943.77,16943.77,0.00,7.73570,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,319.123
write,66.64,66.64,66.64,0.00,17060.86,17060.86,17060.86,0.00,7.68261,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,319.821
write,67.38,67.38,67.38,0.00,17248.93,17248.93,17248.93,0.00,7.59885,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,319.821
write,65.31,65.31,65.31,0.00,16718.18,16718.18,16718.18,0.00,7.84009,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,320.52
write,68.12,68.12,68.12,0.00,17438.60,17438.60,17438.60,0.00,7.51620,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,321.218
write,74.77,74.77,74.77,0.00,19142.01,19142.01,19142.01,0.00,6.84735,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,321.916
write,65.63,65.63,65.63,0.00,16802.18,16802.18,16802.18,0.00,7.80089,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,321.916
write,65.93,65.93,65.93,0.00,16877.81,16877.81,16877.81,0.00,7.76594,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,322.615
write,65.00,65.00,65.00,0.00,16638.82,16638.82,16638.82,0.00,7.87748,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,323.313
write,64.94,64.94,64.94,0.00,16624.01,16624.01,16624.01,0.00,7.88450,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,323.313
write,70.70,70.70,70.70,0.00,18100.03,18100.03,18100.03,0.00,7.24154,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,324.011
write,66.21,66.21,66.21,0.00,16949.51,16949.51,16949.51,0.00,7.73308,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,324.709
write,66.57,66.57,66.57,0.00,17042.69,17042.69,17042.69,0.00,7.69080,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,325.408
write,66.79,66.79,66.79,0.00,17098.11,17098.11,17098.11,0.00,7.66588,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,325.408
write,73.00,73.00,73.00,0.00,18686.97,18686.97,18686.97,0.00,7.01408,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,326.106
write,66.16,66.16,66.16,0.00,16935.90,16935.90,16935.90,0.00,7.73930,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,326.804
write,71.34,71.34,71.34,0.00,18262.02,18262.02,18262.02,0.00,7.17730,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,326.804
write,64.91,64.91,64.91,0.00,16617.50,16617.50,16617.50,0.00,7.88759,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,327.503
write,66.91,66.91,66.91,0.00,17129.38,17129.38,17129.38,0.00,7.65188,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,328.201
write,66.92,66.92,66.92,0.00,17131.71,17131.71,17131.71,0.00,7.65084,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,328.899
write,69.74,69.74,69.74,0.00,17853.65,17853.65,17853.65,0.00,7.34147,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,328.899
write,66.27,66.27,66.27,0.00,16964.15,16964.15,16964.15,0.00,7.72641,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,329.598
write,72.58,72.58,72.58,0.00,18581.32,18581.32,18581.32,0.00,7.05397,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,330.296
write,68.43,68.43,68.43,0.00,17518.37,17518.37,17518.37,0.00,7.48197,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,330.296
write,73.01,73.01,73.01,0.00,18690.36,18690.36,18690.36,0.00,7.01281,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,330.994
write,67.02,67.02,67.02,0.00,17157.05,17157.05,17157.05,0.00,7.63954,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,331.692
write,68.05,68.05,68.05,0.00,17420.04,17420.04,17420.04,0.00,7.52421,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,332.391
write,67.70,67.70,67.70,0.00,17331.86,17331.86,17331.86,0.00,7.56249,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,332.391
write,66.04,66.04,66.04,0.00,16906.91,16906.91,16906.91,0.00,7.75257,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,333.089
write,65.24,65.24,65.24,0.00,16702.35,16702.35,16702.35,0.00,7.84752,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,333.787
write,69.34,69.34,69.34,0.00,17752.22,17752.22,17752.22,0.00,7.38342,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,334.486
write,68.42,68.42,68.42,0.00,17516.14,17516.14,17516.14,0.00,7.48293,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,334.486
write,70.56,70.56,70.56,0.00,18062.81,18062.81,18062.81,0.00,7.25646,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,335.184
write,73.28,73.28,73.28,0.00,18759.86,18759.86,18759.86,0.00,6.98683,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,335.882
write,63.56,63.56,63.56,0.00,16272.07,16272.07,16272.07,0.00,8.05503,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,335.882
write,59.43,59.43,59.43,0.00,15214.12,15214.12,15214.12,0.00,8.61516,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,335.882
write,64.75,64.75,64.75,0.00,16576.01,16576.01,16576.01,0.00,7.90733,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,336.581
write,58.79,58.79,58.79,0.00,15049.40,15049.40,15049.40,0.00,8.70945,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,337.279
write,63.88,63.88,63.88,0.00,16353.45,16353.45,16353.45,0.00,8.01494,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,337.977
write,63.72,63.72,63.72,0.00,16311.79,16311.79,16311.79,0.00,8.03542,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,337.977
write,59.88,59.88,59.88,0.00,15329.64,15329.64,15329.64,0.00,8.55023,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,338.675
write,57.58,57.58,57.58,0.00,14739.84,14739.84,14739.84,0.00,8.89236,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,339.374
write,60.44,60.44,60.44,0.00,15473.71,15473.71,15473.71,0.00,8.47063,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,339.374
write,59.48,59.48,59.48,0.00,15225.71,15225.71,15225.71,0.00,8.60860,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,340.072
write,63.93,63.93,63.93,0.00,16365.10,16365.10,16365.10,0.00,8.00924,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,340.77
write,59.77,59.77,59.77,0.00,15300.99,15300.99,15300.99,0.00,8.56624,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,341.469
write,60.36,60.36,60.36,0.00,15453.13,15453.13,15453.13,0.00,8.48191,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,341.469
write,58.41,58.41,58.41,0.00,14953.42,14953.42,14953.42,0.00,8.76535,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,342.167
write,62.92,62.92,62.92,0.00,16108.13,16108.13,16108.13,0.00,8.13701,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,342.865
write,61.63,61.63,61.63,0.00,15778.30,15778.30,15778.30,0.00,8.30710,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,342.865
write,59.20,59.20,59.20,0.00,15155.58,15155.58,15155.58,0.00,8.64843,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,343.564
write,63.42,63.42,63.42,0.00,16235.53,16235.53,16235.53,0.00,8.07316,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,344.262
write,61.41,61.41,61.41,0.00,15719.95,15719.95,15719.95,0.00,8.33794,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,344.96
write,64.01,64.01,64.01,0.00,16386.74,16386.74,16386.74,0.00,7.99866,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,344.96
write,64.37,64.37,64.37,0.00,16477.85,16477.85,16477.85,0.00,7.95443,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,345.659
write,61.07,61.07,61.07,0.00,15633.25,15633.25,15633.25,0.00,8.38418,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,346.357
write,58.08,58.08,58.08,0.00,14868.67,14868.67,14868.67,0.00,8.81532,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,346.357
write,58.89,58.89,58.89,0.00,15076.88,15076.88,15076.88,0.00,8.69358,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,347.055
write,62.91,62.91,62.91,0.00,16104.48,16104.48,16104.48,0.00,8.13885,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,347.753
write,61.16,61.16,61.16,0.00,15656.44,15656.44,15656.44,0.00,8.37176,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,348.452
write,66.07,66.07,66.07,0.00,16915.16,16915.16,16915.16,0.00,7.74879,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,348.452
write,69.62,69.62,69.62,0.00,17822.08,17822.08,17822.08,0.00,7.35447,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,349.15
write,71.73,71.73,71.73,0.00,18362.64,18362.64,18362.64,0.00,7.13797,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,349.848
write,71.62,71.62,71.62,0.00,18335.84,18335.84,18335.84,0.00,7.14840,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,350.547
write,67.73,67.73,67.73,0.00,17339.76,17339.76,17339.76,0.00,7.55904,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,350.547
write,72.96,72.96,72.96,0.00,18677.72,18677.72,18677.72,0.00,7.01756,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,351.245
write,74.74,74.74,74.74,0.00,19133.84,19133.84,19133.84,0.00,6.85027,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,351.943
write,72.56,72.56,72.56,0.00,18575.09,18575.09,18575.09,0.00,7.05633,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,351.943
write,69.57,69.57,69.57,0.00,17809.21,17809.21,17809.21,0.00,7.35979,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,352.641
write,70.59,70.59,70.59,0.00,18071.29,18071.29,18071.29,0.00,7.25305,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,353.34
write,71.15,71.15,71.15,0.00,18214.82,18214.82,18214.82,0.00,7.19590,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,354.038
write,72.04,72.04,72.04,0.00,18443.17,18443.17,18443.17,0.00,7.10680,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,354.038
write,67.45,67.45,67.45,0.00,17268.39,17268.39,17268.39,0.00,7.59028,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,354.736
write,72.47,72.47,72.47,0.00,18551.78,18551.78,18551.78,0.00,7.06520,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,355.435
write,66.79,66.79,66.79,0.00,17098.97,17098.97,17098.97,0.00,7.66549,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,355.435
write,79.44,79.44,79.44,0.00,20336.12,20336.12,20336.12,0.00,6.44528,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,356.133
write,67.76,67.76,67.76,0.00,17346.85,17346.85,17346.85,0.00,7.55595,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,356.831
write,67.14,67.14,67.14,0.00,17188.16,17188.16,17188.16,0.00,7.62572,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,357.53
write,70.55,70.55,70.55,0.00,18059.89,18059.89,18059.89,0.00,7.25763,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,357.53
write,80.11,80.11,80.11,0.00,20509.17,20509.17,20509.17,0.00,6.39090,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,358.228
write,72.13,72.13,72.13,0.00,18465.51,18465.51,18465.51,0.00,7.09821,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,358.926
write,68.21,68.21,68.21,0.00,17462.19,17462.19,17462.19,0.00,7.50604,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,358.926
write,66.69,66.69,66.69,0.00,17073.02,17073.02,17073.02,0.00,7.67714,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,359.624
write,69.14,69.14,69.14,0.00,17699.92,17699.92,17699.92,0.00,7.40523,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,360.323
write,66.30,66.30,66.30,0.00,16973.07,16973.07,16973.07,0.00,7.72235,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,361.021
write,67.29,67.29,67.29,0.00,17225.43,17225.43,17225.43,0.00,7.60922,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,361.021
write,68.15,68.15,68.15,0.00,17445.22,17445.22,17445.22,0.00,7.51335,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,361.719
write,73.67,73.67,73.67,0.00,18858.58,18858.58,18858.58,0.00,6.95026,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,362.418
write,70.23,70.23,70.23,0.00,17978.75,17978.75,17978.75,0.00,7.29039,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,363.116
write,69.25,69.25,69.25,0.00,17727.37,17727.37,17727.37,0.00,7.39377,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,363.116
write,67.21,67.21,67.21,0.00,17206.51,17206.51,17206.51,0.00,7.61758,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,363.814
write,70.33,70.33,70.33,0.00,18003.42,18003.42,18003.42,0.00,7.28039,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,364.513
write,73.00,73.00,73.00,0.00,18688.33,18688.33,18688.33,0.00,7.01357,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,364.513
write,69.02,69.02,69.02,0.00,17668.71,17668.71,17668.71,0.00,7.41831,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,365.211
write,73.82,73.82,73.82,0.00,18898.34,18898.34,18898.34,0.00,6.93563,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,365.909
write,70.76,70.76,70.76,0.00,18115.66,18115.66,18115.66,0.00,7.23529,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,366.608
write,68.12,68.12,68.12,0.00,17438.49,17438.49,17438.49,0.00,7.51625,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,366.608
write,68.44,68.44,68.44,0.00,17520.02,17520.02,17520.02,0.00,7.48127,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,367.306
write,72.15,72.15,72.15,0.00,18469.87,18469.87,18469.87,0.00,7.09653,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,368.004
write,66.88,66.88,66.88,0.00,17121.21,17121.21,17121.21,0.00,7.65553,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,368.004
write,65.14,65.14,65.14,0.00,16675.03,16675.03,16675.03,0.00,7.86038,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,368.702
write,73.96,73.96,73.96,0.00,18934.81,18934.81,18934.81,0.00,6.92228,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,369.401
write,68.18,68.18,68.18,0.00,17454.77,17454.77,17454.77,0.00,7.50924,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,370.099
write,68.56,68.56,68.56,0.00,17551.81,17551.81,17551.81,0.00,7.46772,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,370.099
write,69.85,69.85,69.85,0.00,17881.66,17881.66,17881.66,0.00,7.32997,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,370.797
write,71.87,71.87,71.87,0.00,18399.20,18399.20,18399.20,0.00,7.12379,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,371.496
write,72.60,72.60,72.60,0.00,18584.94,18584.94,18584.94,0.00,7.05259,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,371.496
write,70.38,70.38,70.38,0.00,18016.87,18016.87,18016.87,0.00,7.27496,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,372.194
write,67.36,67.36,67.36,0.00,17245.17,17245.17,17245.17,0.00,7.60051,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,372.892
write,66.97,66.97,66.97,0.00,17144.88,17144.88,17144.88,0.00,7.64497,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,373.59
write,69.50,69.50,69.50,0.00,17793.08,17793.08,17793.08,0.00,7.36646,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,373.59
write,70.22,70.22,70.22,0.00,17977.00,17977.00,17977.00,0.00,7.29110,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,374.289
write,66.36,66.36,66.36,0.00,16987.82,16987.82,16987.82,0.00,7.71565,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,374.987
write,69.46,69.46,69.46,0.00,17782.16,17782.16,17782.16,0.00,7.37098,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,375.685
write,72.32,72.32,72.32,0.00,18513.02,18513.02,18513.02,0.00,7.07999,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,375.685
write,72.33,72.33,72.33,0.00,18517.70,18517.70,18517.70,0.00,7.07820,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,376.384
write,78.85,78.85,78.85,0.00,20186.24,20186.24,20186.24,0.00,6.49313,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,377.082
write,67.12,67.12,67.12,0.00,17181.93,17181.93,17181.93,0.00,7.62848,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,377.082
write,67.32,67.32,67.32,0.00,17234.63,17234.63,17234.63,0.00,7.60515,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,377.78
write,70.39,70.39,70.39,0.00,18020.12,18020.12,18020.12,0.00,7.27365,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,378.479
write,65.94,65.94,65.94,0.00,16881.70,16881.70,16881.70,0.00,7.76415,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,379.177
write,66.28,66.28,66.28,0.00,16966.75,16966.75,16966.75,0.00,7.72523,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,379.177
write,69.52,69.52,69.52,0.00,17796.96,17796.96,17796.96,0.00,7.36485,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,379.875
write,66.54,66.54,66.54,0.00,17033.93,17033.93,17033.93,0.00,7.69476,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,380.573
write,70.95,70.95,70.95,0.00,18162.44,18162.44,18162.44,0.00,7.21665,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,380.573
write,68.31,68.31,68.31,0.00,17486.97,17486.97,17486.97,0.00,7.49541,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,381.272
write,73.13,73.13,73.13,0.00,18720.67,18720.67,18720.67,0.00,7.00146,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,381.97
write,66.33,66.33,66.33,0.00,16981.27,16981.27,16981.27,0.00,7.71862,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,382.668
write,68.70,68.70,68.70,0.00,17587.89,17587.89,17587.89,0.00,7.45240,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,382.668
write,67.74,67.74,67.74,0.00,17341.40,17341.40,17341.40,0.00,7.55833,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,383.367
write,69.73,69.73,69.73,0.00,17849.75,17849.75,17849.75,0.00,7.34307,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,384.065
write,71.66,71.66,71.66,0.00,18343.79,18343.79,18343.79,0.00,7.14531,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,384.065
write,74.11,74.11,74.11,0.00,18971.48,18971.48,18971.48,0.00,6.90890,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,384.763
write,68.22,68.22,68.22,0.00,17464.40,17464.40,17464.40,0.00,7.50510,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,385.462
write,67.00,67.00,67.00,0.00,17151.21,17151.21,17151.21,0.00,7.64214,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,386.16
write,69.05,69.05,69.05,0.00,17678.08,17678.08,17678.08,0.00,7.41438,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,386.16
write,75.30,75.30,75.30,0.00,19277.08,19277.08,19277.08,0.00,6.79937,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,386.858
write,76.59,76.59,76.59,0.00,19607.12,19607.12,19607.12,0.00,6.68492,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,387.556
write,68.96,68.96,68.96,0.00,17653.88,17653.88,17653.88,0.00,7.42454,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,387.556
write,72.14,72.14,72.14,0.00,18467.74,18467.74,18467.74,0.00,7.09735,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,388.255
write,73.65,73.65,73.65,0.00,18853.47,18853.47,18853.47,0.00,6.95214,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,388.953
write,73.30,73.30,73.30,0.00,18763.92,18763.92,18763.92,0.00,6.98532,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,389.651
write,66.51,66.51,66.51,0.00,17025.93,17025.93,17025.93,0.00,7.69838,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,389.651
write,69.79,69.79,69.79,0.00,17866.14,17866.14,17866.14,0.00,7.33634,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,390.35
write,72.98,72.98,72.98,0.00,18684.07,18684.07,18684.07,0.00,7.01518,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,391.048
write,67.04,67.04,67.04,0.00,17161.85,17161.85,17161.85,0.00,7.63740,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,391.746
write,60.51,60.51,60.51,0.00,15491.36,15491.36,15491.36,0.00,8.46097,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,391.746
write,66.98,66.98,66.98,0.00,17148.14,17148.14,17148.14,0.00,7.64351,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,391.746
write,60.23,60.23,60.23,0.00,15419.43,15419.43,15419.43,0.00,8.50044,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,392.445
write,58.17,58.17,58.17,0.00,14890.34,14890.34,14890.34,0.00,8.80249,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,393.143
write,62.17,62.17,62.17,0.00,15914.56,15914.56,15914.56,0.00,8.23598,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,393.143
write,63.15,63.15,63.15,0.00,16166.41,16166.41,16166.41,0.00,8.10767,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,393.841
write,63.56,63.56,63.56,0.00,16271.22,16271.22,16271.22,0.00,8.05545,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,394.539
write,62.75,62.75,62.75,0.00,16064.99,16064.99,16064.99,0.00,8.15886,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,395.238
write,61.23,61.23,61.23,0.00,15674.22,15674.22,15674.22,0.00,8.36227,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,395.238
write,64.31,64.31,64.31,0.00,16462.09,16462.09,16462.09,0.00,7.96205,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,395.936
write,63.09,63.09,63.09,0.00,16151.82,16151.82,16151.82,0.00,8.11500,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,396.634
write,58.90,58.90,58.90,0.00,15079.01,15079.01,15079.01,0.00,8.69235,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,396.634
write,63.63,63.63,63.63,0.00,16289.38,16289.38,16289.38,0.00,8.04647,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,397.333
write,63.74,63.74,63.74,0.00,16317.55,16317.55,16317.55,0.00,8.03258,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,398.031
write,60.24,60.24,60.24,0.00,15422.21,15422.21,15422.21,0.00,8.49891,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,398.729
write,60.10,60.10,60.10,0.00,15385.24,15385.24,15385.24,0.00,8.51933,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,398.729
write,59.18,59.18,59.18,0.00,15149.06,15149.06,15149.06,0.00,8.65216,0,16,16,1,0,0,1,0,0,8192,4096,4096,512.0,POSIX,0,399.428
